"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9SF34R3I","journalArticle","2002","Bixio, A.; Gambolati, G.; Paniconi, C.; Putti, M.; Shestopalov, V.; Bublias, V.; Bohuslavsky, A.; Kasteltseva, N.; Rudenko, Y.","Modeling groundwater-surface water interactions including effects of morphogenetic depressions in the Chernobyl exclusion zone","Environmental Geology","","1432-0495","10.1007/s00254-001-0486-7","https://doi.org/10.1007/s00254-001-0486-7","Morphogenetic depressions or ""dishes"" in the Chernobyl exclusion zone play an important role in the transport of water and solutes (in particular the radionuclides 137Cs and 90Sr), functioning as accumulation basins and facilitating their transfer between the surface and subsurface via return flow (under conditions of high soil water saturation) and infiltration. From a digital elevation model (DEM) of the 112-km2 study area, 583 dishes (covering about 10% of the area) are identified and classified into four geometric types, ranging in size from 2,500 to 22,500 m2, and a with a maximum depth of 2 m. The collective influence of these depressions on the hydrology of the study basin is investigated with a coupled model of three-dimensional saturated and unsaturated subsurface flow and one-dimensional (along the rill or channel direction s) hill-slope and stream overland flow. Special attention is given to the handling of dishes, applying a ""lake boundary-following"" procedure in the topographic analysis, a level pool routing algorithm to simulate the storage and retardation effects of these reservoirs, and a higher hydraulic conductivity in the topmost 3 m of soil relative to non-dish cells in accordance with field observations. Modeling the interactions between the surface and subsurface hydrologic regimes requires careful consideration of the distinction between potential and actual atmospheric fluxes and their conversion to ponding, overland flow, and infiltration, and this coupling is described in some detail. Further consideration is given to the treatment of snow accumulation, snowmelt, and soil freezing and thawing processes, handled via linear and step function variations over the winter months in atmospheric boundary conditions and in upper soil hydraulic conductivities. A 1-year simulation of the entire watershed is used to analyze the water table response and, at the surface, the ponding heads and the infiltration/exfiltration fluxes. Saturation patterns and return flow and seepage fluxes are similar between the dishes and the main channel networks, with, as expected, preferential infiltration in the dishes.","2002-06-01","2021-10-16 12:06:04","2021-10-16 12:06:04","2021-10-16 12:06:04","162-177","","2","42","","Env Geol","","","","","","","","en","","","","","Springer Link","","","","/home/ben/Zotero/storage/IRXH2VLK/Bixio et al. - 2002 - Modeling groundwater-surface water interactions in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STJDWNDM","journalArticle","2010","Camporese, M.; Paniconi, C.; Putti, M.; Orlandini, S.","Surface-subsurface flow modeling with path-based runoff routing, boundary condition-based coupling, and assimilation of multisource observation data","Water Resources Research","","1944-7973","10.1029/2008WR007536","https://onlinelibrary.wiley.com/doi/abs/10.1029/2008WR007536","A distributed physically based model incorporating novel approaches for the representation of surface-subsurface processes and interactions is presented. A path-based description of surface flow across the drainage basin is used, with several options for identifying flow directions, for separating channel cells from hillslope cells, and for representing stream channel hydraulic geometry. Lakes and other topographic depressions are identified and specially treated as part of the preprocessing procedures applied to the digital elevation data for the catchment. Threshold-based boundary condition switching is used to partition potential (atmospheric) fluxes into actual fluxes across the land surface and changes in surface storage, thus resolving the exchange fluxes, or coupling, between the surface and subsurface modules. Nested time stepping allows smaller steps to be taken for typically faster and explicitly solved surface runoff routing, while a mesh coarsening option allows larger grid elements to be used for typically slower and more compute-intensive subsurface flow. Sequential data assimilation schemes allow the model predictions to be updated with spatiotemporal observation data of surface and subsurface variables. These approaches are discussed in detail, and the physical and numerical behavior of the model is illustrated over catchment scales ranging from 0.0027 to 356 km2, addressing different hydrological processes and highlighting the importance of describing coupled surface-subsurface flow.","2010","2021-10-16 12:06:12","2021-10-16 12:06:12","2021-10-16 12:06:12","","","2","46","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2008WR007536","","/home/ben/Zotero/storage/HUG6CKGZ/Camporese et al. - 2010 - Surface-subsurface flow modeling with path-based r.pdf; /home/ben/Zotero/storage/3GUXY4K5/2008WR007536.html","","","boundary condition-based coupling; path-based routing; surface-groundwater interactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9UJR4AJ","journalArticle","2020","Paniconi, Claudio; Lauvernet, Claire","Numerical behavior of a coupled surface/subsurface, flow/transport hydrological model","","","","","https://ui.adsabs.harvard.edu/abs/2020EGUGA..2212074P","Integrated surface/subsurface hydrological models (ISSHMs) are by now widely used in research and applied hydrology. While most studies have so far focused on water flow alone, ISSHMs that include also solute transport are beginning to get attention (e.g., Scudeler et al., 2016, doi:10.5194/hess-20-4061-2016; Gatel et al., 2019, doi:10.1016/j.envsoft.2018.12.006). Numerous numerical challenges are associated with these ""doubly coupled"" systems: correct treatment of surface boundary conditions and other mass and flux exchange terms; appropriate time stepping schemes across subsystems that are characterized by different dynamic time scales and often also widely different numerical discretization approaches; performance assessments that can be highly sensitive to the response variables of interest; and so on. We will illustrate some of these challenges via test case simulations of an experimental hillslope using the CATHY (CATchment HYdrology) model (Camporese et al., 2010, doi:10.1029/2008WR007536; Weill et al., 2011, doi:10.1016/j.advwatres.2010.10.001). The boundary condition-based coupling strategy used in this model (Putti and Paniconi, 2004, doi:10.1016/S0167-5648(04)80152-7) has been shown to be mathematically rigorous and mass-conservative for the flow model (Sochala et al., 2009, doi:10.1016/j.cma.2009.02.024). The convergence-based time step adaptation strategy used for the nonlinear flow equation (Paniconi and Putti, 1994, doi:10.1029/94WR02046) is likewise thoroughly tested (e.g., D'Haese et al., 2007, doi:10.1002/fld.1369) and widely used. Nonetheless, these schemes, and analogous approaches used in other ISSHMs, need to be adapted and thoroughly tested for coupled systems that include solute transport.","2020-05-01","2021-10-16 12:07:42","2021-10-16 12:07:42","2021-10-16 12:07:42","12074","","","","","","","","","","","","","","","","","","NASA ADS","","Conference Name: EGU General Assembly Conference Abstracts ADS Bibcode: 2020EGUGA..2212074P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7Q347ZLJ","journalArticle","2019","Gatel, Laura; Lauvernet, Claire; Carluer, Nadia; Weill, Sylvain; Tournebize, Julien; Paniconi, Claudio","Global evaluation and sensitivity analysis of a physically based flow and reactive transport model on a laboratory experiment","Environmental Modelling & Software","","1364-8152","10.1016/j.envsoft.2018.12.006","https://www.sciencedirect.com/science/article/pii/S1364815217310204","Spatialized physically based models are necessary tools for assessing the fate of pesticides in natural environments transferred by diffuse pollution. In this study the CATHY (CATchment HYdrology) model is coupled with reactive processes (adsorption and degradation). The resulting reactive subsurface component is evaluated on laboratory data by (i) comparing the model performance on experimental data using a combination of statistical criteria, (ii) conducting a Morris sensitivity analysis on both hydrological and solute transfer variables, and (iii) improving the CATHY model parameter settings based on the sensitivity analysis results. The sensitivity analysis produces a ranking of the factors wherein those that are particularly influential on water flow and reactive solute transfer emerge. These are found to be the saturated hydraulic conductivity, the retention curve parameters, and the sorption coefficient. After a calibration of influential parameters based on Morris sensitivity analysis, the results obtained are largely consistent with laboratory data.","2019-03-01","2021-10-16 12:09:55","2021-10-16 12:09:55","2021-10-16 12:09:55","73-83","","","113","","Environmental Modelling & Software","","","","","","","","en","","","","","ScienceDirect","","","","/home/ben/Zotero/storage/RTB9YPND/Gatel et al. - 2019 - Global evaluation and sensitivity analysis of a ph.pdf","","","Experimental data; Integrated surface-subsurface model; Morris sensitivity analysis; Pesticides; Reactive solute transfer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TJUIM4L","journalArticle","2017","Scudeler, C.; Paniconi, C.; Pasetto, D.; Putti, M.","Examination of the seepage face boundary condition in subsurface and coupled surface/subsurface hydrological models","Water Resources Research","","1944-7973","10.1002/2016WR019277","https://onlinelibrary.wiley.com/doi/abs/10.1002/2016WR019277","A seepage face is a nonlinear dynamic boundary that strongly affects pressure head distributions, water table fluctuations, and flow patterns. Its handling in hydrological models, especially under complex conditions such as heterogeneity and coupled surface/subsurface flow, has not been extensively studied. In this paper, we compare the treatment of the seepage face as a static (Dirichlet) versus dynamic boundary condition, we assess its resolution under conditions of layered heterogeneity, we examine its interaction with a catchment outlet boundary, and we investigate the effects of surface/subsurface exchanges on seepage faces forming at the land surface. The analyses are carried out with an integrated catchment hydrological model. Numerical simulations are performed for a synthetic rectangular sloping aquifer and for an experimental hillslope from the Landscape Evolution Observatory. The results show that the static boundary condition is not always an adequate stand-in for a dynamic seepage face boundary condition, especially under conditions of high rainfall, steep slope, or heterogeneity; that hillslopes with layered heterogeneity give rise to multiple seepage faces that can be highly dynamic; that seepage face and outlet boundaries can coexist in an integrated hydrological model and both play an important role; and that seepage faces at the land surface are not always controlled by subsurface flow. The paper also presents a generalized algorithm for resolving seepage face outflow that handles heterogeneity in a simple way, is applicable to unstructured grids, and is shown experimentally to be equivalent to the treatment of atmospheric boundary conditions in subsurface flow models.","2017","2021-10-16 12:17:00","2021-10-16 12:17:00","2021-10-16 12:17:00","1799-1819","","3","53","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2016WR019277","","/home/ben/Zotero/storage/724K4WBA/Scudeler et al. - 2017 - Examination of the seepage face boundary condition.pdf; /home/ben/Zotero/storage/AT5TEZW2/2016WR019277.html","","","boundary conditions; integrated hydrological modeling; Richards' equation; seepage face; surface/subsurface interactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RXJ2BC2","journalArticle","2016","Gatel, Laura; Lauvernet, Claire; Carluer, Nadia; Paniconi, Claudio","Effect of surface and subsurface heterogeneity on the hydrological response of a grassed buffer zone","Journal of Hydrology","","0022-1694","10.1016/j.jhydrol.2016.09.038","https://www.sciencedirect.com/science/article/pii/S0022169416305923","Grassed buffer zones are an effective method to reduce contaminant impacts on aquatic environments. The general objective of this study is to explore the impact of both surface and subsurface heterogeneity on the hydrological responses of a vegetative buffer strip. Heterogeneity is described by two variables, microtopography and saturated hydraulic conductivity. Numerous surface and subsurface heterogeneity scenarios were simulated with a physically-based numerical model of coupled surface/subsurface processes. The scenarios were evaluated relative to data from an experimental vegetative filter in a Beaujolais vineyard, France. The subsurface scenarios show that conductivity heterogeneity plays a key role on the buffer strip’s capacity to infiltrate incoming surface runoff and on the ensuing runoff pathways. The conjunctive surface and subsurface scenarios indicate that microtopography variability is comparatively less influential on the hydrological interactions and pathways within the buffer strip, and that representing this heterogeneity via appropriate statistical distributions can be a good assumption in practice.","2016-11-01","2021-10-16 12:17:54","2021-10-16 12:17:54","2021-10-16 12:17:54","637-647","","","542","","Journal of Hydrology","","","","","","","","en","","","","","ScienceDirect","","","","/home/ben/Zotero/storage/GMMV3WN5/Gatel et al. - 2016 - Effect of surface and subsurface heterogeneity on .pdf","","","Microtopography; Saturated hydraulic conductivity; Spatial heterogeneity; Surface–subsurface coupled modelling; Vegetative buffer strip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP7R8KA7","journalArticle","2017","Abed-Elmdoust, A.; Hazenberg, P.; Yang, Z. L.","A hybrid hillslope hydrological model for use in the Noah-MP land surface model","","","","","https://ui.adsabs.harvard.edu/abs/2017AGUFMNG43A0135A","Modeling the coupled dynamics of soil moisture and groundwater in response to rainfall at the hillslope scale has been a subject of intense research and investigation in the literature. In this regard, different numerical approaches have been developed to model the saturated subsurface flow in conjunction with the unsaturated zone soil moisture dynamics. Here, we propose to couple the recently developed hybrid three-dimensional hillslope hydrological model (h3D), which considers a lateral pseudo-two-dimensional saturated zone, with the Noah land surface model with multi-parameterizations (Noah-MP). As Noah-MP is developed for weather and climate studies, it currently does not explicitly represent the sophisticated three-dimensional hillslope processes due to computational constraints. Such processes can lead to pronounced spatiotemporal variability in the water table, soil moisture, evapotranspiration, and runoff. By applying the h3D model in Noah-MP, such smaller scale variability can be represented, while remaining computationally efficient. To test procedure, the complex 3D model CATchment Hydrology (CATHY) is utilized to compare the performance of the Noah-MP model with and without using the h3D model. The Noah-MP combined with the h3D model can save computational time by three orders of magnitude compared to the CATHY model. Intrinsically, the computational efficiency of the h3D model provides a promising approach for incorporating hillslope-scale rainfall-runoff processes into Noah-MP. By improving hillslope hydrological processes, such a model can highly increase the accuracy of the water table, soil moisture, runoff, and evapotranspiration compared to the Noah-MP.","2017-12-01","2021-10-16 12:20:20","2021-10-16 12:20:20","2021-10-16 12:20:20","NG43A-0135","","","2017","","","","","","","","","","","","","","","NASA ADS","","Conference Name: AGU Fall Meeting Abstracts ADS Bibcode: 2017AGUFMNG43A0135A","","","","","1835 Hydrogeophysics; HYDROLOGY; 1833 Hydroclimatology; 4410 Bifurcations and attractors; 4430 Complex systems; NONLINEAR GEOPHYSICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCSSW2XQ","conferencePaper","2018","Lauvernet, Claire; Gatel, Laure-An; Paniconi, Claudio; Camporese, Matteo; Botto, Anna; Vidard, Arthur; Nodet, Maëlle","Assimilation of image data into a spatialized water and pesticide flux model","","","","","https://hal.inrae.fr/hal-02608128","General overview: pesticide transfer issues and challenges Controlling and reducing surface water contamination by pesticides is a major issue for the protection of surface and groundwater resources and of aquatic flora, fauna, and biodiversity. To achieve the ""good status"" of rivers in Europe required by the Water Framework Directive, modeling tools are necessary to help in the management of pesticides applied in agricultural watersheds. Pesticide transfer can be accelerated or slowed down depending on landscape features, distribution of plots, and spatial and temporal distribution of pesticide applications. Since pesticides interact strongly and nonlinearly with the environment, it is essential to understand the flow paths in the surface and subsurface domains. Modeling should thus take into account all watershed characteristics, in particular soil properties, to help describe properly the risk of contamination of surface water. Physically spatialized models that solve the surface and subsurface flow and transport equations make it possible to represent in fine detail water and pesticide fluxes at any point within the spatial discretization of the system. However, these distributed models depend on a large amount of spatialized parameters that render their practical application difficult. The different processes related to hydrology and pesticides interact in the surface and subsurface and are highly non-linear. Input parameter setting is a complex step and difficult at that scale, due to the high heterogeneity of the system (saturated hydraulic conductivity, humidity, rugosity, etc.) and the uncertainty on many parameters. For example, physico-chemical properties of molecules (adsorption, degradation, etc.) play a key role in their transfer pathways, but they are poorly known in the field and very difficult to measure. The process-based, hydrologic model of coupled surface-subsurface flow CATHY (CATchment HYdrology, [1]) was recently extended to reactive solute transport and evaluated in detail through a global sensitivity analysis [2]. Image data assimilation in the CATHY-pesticides model To help parameterize this type of model, data assimilation methods that combine all of the available information (physical model, data, associated errors) to estimate the input parameters and correct the model can be used. Data assimilation techniques have only very recently been applied in detailed process-based hydrological modeling (e.g., [3] and [4] for the CATHY model) and even more rarely for pesticide transfer. In this study, we develop a Kalman ensemble data assimilation scheme [5] in order to estimate spatialized model parameters and to evaluate the impact that a more detailed parameterization has on pesticide transfer. The data assimilation scheme will pay a special attention to the spatial properties of remote sensing images. Indeed, satellite imagery can potentially be very useful to help overcome the lack of spatial information for the model, due to the highly detailed spatio-temporal information they provide, but they are most often under-exploited by considering pixels as single data [6]. For example, classical DA approaches don't consider correlated noise on observations, defining the observation error covariance matrix as diagonal. This simplified representation makes the numerical resolution easier and can be valid for independent sensors, but images from a same satellite sensor are necessarily affected by spatially correlated errors. This study implements a solution to provide observation error covariance matrices adapted to spatially correlated errors, focusing on the observations operator description, and the definition of distances in the data assimilation scheme [7]. The methodological development for pesticide modeling will be tested on virtual data using twin experiments on a hillslope. The CATHY-Pesticide model setup will be based, however, on a real field experiment in theBeaujolais vineyard region, including a vineyard plot and a vegetative filter strip, in order to stay close to well-known conditions","2018-06-03","2021-10-16 12:24:40","2021-10-16 12:24:40","2021-10-16 12:24:40","1","","","","","","","","","","","","","en","","","","","hal.inrae.fr","","","","/home/ben/Zotero/storage/ZTM2LL4M/Lauvernet et al. - 2018 - Assimilation of image data into a spatialized wate.pdf; /home/ben/Zotero/storage/CZFNB94X/hal-02608128.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMWR 2018 - XXII Computational Methods in Water Resources","","","","","","","","","","","","","","",""
"PUP95FUR","thesis","2018","Perra, Enrica","A comparative assessment of hydrologic models of varying complexity applied to a semi-­arid region (Sardinia, Italy). for climate change studies","","","","","http://espace.inrs.ca/id/eprint/7588/","<p>L'évaluation de l'impact hydrologique du changement climatique présente une importance particulière pour les bassins de la Méditerranée, qui sont très sensibles aux événements hydrologiques extrêmes. La modélisation des systèmes aussi complexes pour la gestion des ressources hydriques est un défi difficile. L'objectif global de ce travail est de contribuer au développement d'une approche de modélisation qui permette l'évaluation de l'impact hydrologique du changement climatique sur deux bassins de la Méditerranée, localisés en Sardaigne. Cette contribution se concentre sur deux sujets principaux: comprendre comment la représentation physique des modèles hydrologiques grave sur l'évaluation de l'impact hydrologique dû au changement climatique sur un bassin avec un climat semi-aride, le Rio Mannu di San Sperate, et montrer comme le modélisation avancé puisse aider à définir de mesures de modération et adaptation dans un système complexe enclin aux événements hydrique extrêmes, le Flumendosa, en conditions de changement climatique. Pour atteindre cet objectif le travail s'articule en trois phases. Les effets du changement climatique sur le bassin du Rio Mannu sont évalués à travers la comparaison des résultats de cinq modèles hydrologiques, CATchment HYdrology (CATHY), Soil and Water Assessment Tool (SWAT), TIN-based Real time Integrated Basin Simulator (tRIBS), TOPographic Kinematic APproximation and Integration-eXtended (TOPKAPI-X), and Water flow and balance Simulation Model (WASIM), en utilisant comme forçage atmosphérique les données de quatre combinaisons de modèles climatiques globaux (GCM) et régionaux (RCM). Pour évaluer les incertitudes une métrique récemment proposée est utilisée: les résultats des modèles sont comparés pendant une période de référence et future, en utilisant l'index de corrélation de Pearson et le bias de Duveiller. Même si certaines différences existent, en tout les modèles hydrologiques montrent une bonne concordance, et ils répondent de manière semblable à la réduction de la précipitation et à l'accroissement de la température prévu par les modèles climatiques. Il s'attend donc que le bassin dans l'avenir sera sujet à une réduction de la disponibilité de ressource hydrique, avec des conséquences négatives en particulier pour le secteur agricole. Une comparaison détaillée des réponses obtenue sur le même bassin avec trois modèles hydrologique à base physique avec différent degré pour ce qui concerne la représentation des procès physiques et des caractéristiques du terrain, CATHY, TOPKAPI-X, tRIBS, est effectué dans le but de tester la transférabilité des paramètres entre les trois modèles hydrologiques, avec une attention particulière sur les difficultés relevées dans les périodes de calibrage et validation. Tandis que les trois modèles ont répondu de manière semblable pendant la période de calibrage, significatives différences ont été relevées pendant la période de validation, caractérisé par un climat très sec, avec le modèle CATHY, qu'il a produit un très bas décharge. En conséquence, pour obtenir résultats satisfaisants avec le modèle CATHY, l’hypothèse de croûtage de sol a été assumée, sur la base dont la couche premier de sol a été modelée avec une conductibilité hydraulique saturée réduite. Finalement le modèle TOPKAPI-X est implémenté sur un des principaux bassins de la Sardaigne, d'importance stratégique pour le système hydrique de la région, le Flumendosa, afin d’évaluer les effets du changement climatique à plus grande échelle. Le modèle répond avec une diminution des valeurs de décharge, contenu hydrique et évapotranspiration réelle à la réduction de la précipitation et accroissement des températures prévus par les modèles climatiques en donnant aussi support à une scène future de carence de la ressource hydrique dans ce bassin de la zone Méditerranéenne.</p> <h2>Abstract</h2><p>Assessing the hydrologic impacts of climate change is of great importance in the Mediterranean basins, which are heavily sensitive to climate variability, with significant impacts on water resources and hydrologic extremes. Modeling such complex systems to manage water resources and predict hydrologic extremes is a difficult task. The overall aim of the work described in this thesis is to bring a contribution in developing a modeling approach that allows evaluation of local hydrologic impacts of climate changes in two Mediterranean catchments located in Sardinia. This contribution revolves around two main themes: understanding how physical representation of hydrologic models can affect hydrologic impact assessment under climate change on a semi-arid basin of the Mediterranean region, the Rio Mannu catchment, and demonstrating how advanced hydrologic modeling can help in defining adaptation measures in a complex water system, the Flumendosa basin, under climate change. The work to achieve the general objective is elaborated into three stages. The effects of climate change are evaluated on the Rio Mannu catchment through comparison of the results from five hydrologic models, CATchment HYdrology (CATHY), Soil and Water Assessment Tool (SWAT), TIN-based Real time Integrated Basin Simulator (tRIBS), TOPographic Kinematic APproximation and Integration-eXtended (TOPKAPI-X), and Water flow and balance Simulation Model (WASIM), and using as atmospheric input outputs of four climate global (GCM) and regional (RCM) model combinations. In order to evaluate uncertainties, a recently proposed metric is used: climate and hydrologic models results are compared in terms of agreement with each other in reference and future periods using Pearson correlation values and Duveiller bias. Notwithstanding some differences, overall the five hydrologic models show good agreement, and they respond similarly to the reduced precipitation and increased temperatures predicted by the climate models, lending strong support to a future scenario of increased water shortages for this region of the Mediterranean, with negative consequences especially for the agricultural sector. Detailed comparison of the responses obtained with three physically based hydrologic models, but to varying degrees as regards physical processes and terrain features representation – CATHY, tRIBS, and TOPKAPI-X – on the same catchment is carried out, with the aim to test the transferability of parameters between the three hydrologic models, focusing in particular on the calibration and validation difficulties. While the three hydrologic models responded similarly during the calibration year, significant differences were found for the drier validation period for the CATHY model, which produced very low streamflow. To obtain satisfactory results for the CATHY model, an hypothesis of soil crusting was assumed and the first soil layer was modeled with a lower saturated hydraulic conductivity. Finally, the TOPKAPI-X model is applied on a large Sardinian basin prone to extreme flood events, the Flumendosa basin, to assess the hydrologic impact of climate change at much larger scale. The model responds with decreasing value of discharge, soil water content, and actual evapotranspiration to the reduced precipitation and increased temperature predicted by the climate models, lending strong support to a future scenario of increased water shortages also in this basin of the Mediterranean region.</p> <h2>Riassunto</h2><p>La valutazione dell’impatto idrologico del cambiamento climatico riveste particolare importanza per i bacini del Mediterraneo, sensibili ad eventi idrologici estremi. Modellizzare dei sistemi così complessi per la gestione della risorse idriche è una sfida difficile. L’obiettivo globale di questo lavoro è contribuire allo sviluppo di un approccio modellistico che consenta la valutazione dell’impatto idrologico del cambiamento climatico su due bacini del Mediterraneo localizzati in Sardegna. Questo contributo si focalizza su due temi principali: capire come la rappresentazione fisica dei modelli idrologici incida sulla valutazione dell’impatto idrologico dovuto al cambiamento climatico su un bacino con un clima semi-arido, il Rio Mannu di San Sperate, e dimostrare come la modellizzazione avanzata possa aiutare nel definire misure di adattamento in un sistema idrico complesso incline ad eventi estremi, il Flumendosa, in condizioni di cambiamento climatico. Per raggiungere tale obiettivo il lavoro si articola in tre fasi. Gli effetti del cambiamento climatico sul bacino del Rio Mannu sono stati valutati attraverso il confronto dei risultati di cinque modelli idrologici, CATchment HYdrology (CATHY), Soil and Water Assessment Tool (SWAT), TIN-based Real time Integrated Basin Simulator (tRIBS), TOPographic Kinematic APproximation and Integration-eXtended (TOPKAPI-X), and Water flow and balance Simulation Model (WASIM), utilizzando come forzante atmosferica gli output di quattro combinazioni di modelli climatici globali (GCM) e regionali (RCM). Per valutare le incertezze è stata utilizzata una metrica recentemente proposta: i risultati dei modelli sono stati comparati durante un periodo di riferimento e futuro, utilizzando l’indice di correlazione di Pearson e il bias di Duveiller. Pur con qualche differenza, complessivamente i modelli idrologici mostrano una buona concordanza tra loro, e rispondono in maniera simile alla riduzione della precipitazione e all’incremento della temperatura previsti dai modelli climatici. Ci si aspetta pertanto che il bacino nel futuro sarà soggetto ad una riduzione della disponibilità di risorsa idrica, con conseguenze negative in particolare per il settore agricolo. È stato effettuato un confronto dettagliato delle risposte ottenute sullo stesso bacino con tre modelli idrologici fisicamente basati di diverso grado per quanto riguarda la rappresentazione dei processi fisici e delle caratteristiche del terreno, CATHY, TOPKAPI-X, tRIBS, con lo scopo di testare la trasferibilità dei parametri tra i tre modelli idrologici, concentrandosi sulle difficoltà riscontrate nei periodi di calibrazione e validazione. Mentre i tre modelli hanno risposto in maniera simile durante il periodo di calibrazione, sono state riscontrate significative differenze durante il periodo di validazione, caratterizzato da un clima molto secco, con il modello CATHY, che ha prodotto una portata molto bassa. Pertanto, per ottenere risultati soddisfacenti con il modello CATHY, è stata assunta l’ipotesi di soil crusting, sulla base della quale il primo strato di suolo è stato modellato con una ridotta conducibilità idraulica satura. Infine il modello TOPKAPI-X è stato implementato su uno dei principali bacini sardi di importanza strategica per il sistema idrico della regione, il Flumendosa, per valutare gli effetti del cambiamento climatico a scala maggiore. Il modello risponde con una diminuzione dei valori di portata, contenuto idrico ed evapotraspirazione reale alla riduzione della precipitazione ed incremento della temperature previsto dai modelli climatici, dando supporto ad uno scenario futuro di carenza della risorsa idrica anche in questo bacino dell’area Mediterranea.</p>","2018","2021-10-16 12:26:26","2021-10-16 12:26:26","2021-10-16 12:26:26","","182","","","","","","","","","","Università degli Studi di Cagliari - Université du Québec, Institut national de la recherche scientifique","Italie - Québec","en","","phd","","","espace.inrs.ca","","","","/home/ben/Zotero/storage/TVKHUD2X/Perra - 2018 - A comparative assessment of hydrologic models of v.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IF55JSR","webpage","","","A low-dimensional integrated subsurface hydrological model coupled with 2-D overland flow_ Application to a restored fluvial hydrosystem (Upper Rhine River – France) | Elsevier Enhanced Reader","","","","","https://reader.elsevier.com/reader/sd/pii/S0022169418304517?token=DF74EF42C72A13E095E7C648DE1FAA905178A0C6005364DF00A3092B036CFB9E8F706EB8488CDB26E6B59883B7738A28&originRegion=eu-west-1&originCreation=20211016122644","","","2021-10-16 12:27:30","2021-10-16 12:27:30","2021-10-16 12:27:30","","","","","","","","","","","","","","en","","","","","","","DOI: 10.1016/j.jhydrol.2018.06.028","","/home/ben/Zotero/storage/K8SAIB4A/S0022169418304517.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFYDYDA4","journalArticle","","Lauvernet, C; Maly, Ur; Gatel, L; Maly, Ur; Camporese, M; Vidard, A; Nodet, M; Paniconi, C","Assimilation of images into a spatialized model of water and pesticide ﬂuxes.","","","","","","","","2021-10-16 12:28:56","2021-10-16 12:28:56","","2","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/ben/Zotero/storage/LFVUV22M/Lauvernet et al. - Assimilation of images into a spatialized model of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
